Country,Territory,Unit,Temperaturedaily,Date
AUS,Australia,C,17.572673797607422,13-05-09
AUS,Australia,C,17.964542388916016,13-05-10
AUS,Australia,C,15.643598556518555,13-05-11
AUS,Australia,C,18.670900344848633,13-05-12
AUS,Australia,C,17.296384811401367,13-05-13
AUS,Australia,C,20.49221420288086,13-05-14
AUS,Australia,C,16.32577896118164,13-05-15
AUS,Australia,C,19.397058486938477,13-05-16
AUS,Australia,C,18.975568771362305,13-05-17
AUS,Australia,C,16.42765998840332,13-05-18
AUS,Australia,C,18.03335189819336,13-05-19
AUS,Australia,C,18.011943817138672,13-05-20
AUS,Australia,C,18.19794464111328,13-05-21
AUS,Australia,C,14.253795623779297,13-06-00
AUS,Australia,C,16.568986892700195,13-06-01
AUS,Australia,C,17.89031410217285,13-06-02
AUS,Australia,C,15.394539833068848,13-06-03
AUS,Australia,C,17.27507972717285,13-06-04
AUS,Australia,C,16.069171905517578,13-06-05
AUS,Australia,C,12.409591674804688,13-06-06
AUS,Australia,C,13.403841018676758,13-06-07
AUS,Australia,C,16.5268497467041,13-06-08
AUS,Australia,C,15.039128303527832,13-06-09
AUS,Australia,C,14.071943283081055,13-06-10
AUS,Australia,C,12.09319019317627,13-06-11
AUS,Australia,C,16.00288200378418,13-06-12
AUS,Australia,C,15.962885856628418,13-06-13
AUS,Australia,C,15.026803016662598,13-06-14
AUS,Australia,C,18.0705623626709,13-06-15
AUS,Australia,C,15.967988967895508,13-06-16
AUS,Australia,C,15.484620094299316,13-06-17
AUS,Australia,C,15.519701957702637,13-06-18
AUS,Australia,C,16.893604278564453,13-06-19
AUS,Australia,C,17.757572174072266,13-06-20
AUS,Australia,C,16.878421783447266,13-06-21
AUS,Australia,C,14.686622619628906,13-07-00
AUS,Australia,C,16.00201416015625,13-07-01
AUS,Australia,C,13.806573867797852,13-07-02
AUS,Australia,C,15.89167594909668,13-07-03
AUS,Australia,C,14.505062103271484,13-07-04
AUS,Australia,C,15.662907600402832,13-07-05
AUS,Australia,C,13.881978034973145,13-07-06
AUS,Australia,C,12.652956008911133,13-07-07
AUS,Australia,C,15.546834945678711,13-07-08
AUS,Australia,C,14.529457092285156,13-07-09
AUS,Australia,C,16.022926330566406,13-07-10
AUS,Australia,C,14.187542915344238,13-07-11
AUS,Australia,C,15.197254180908203,13-07-12
AUS,Australia,C,17.940143585205078,13-07-13
AUS,Australia,C,13.12362003326416,13-07-14
AUS,Australia,C,12.860024452209473,13-07-15
AUS,Australia,C,11.88392162322998,13-07-16
AUS,Australia,C,17.084604263305664,13-07-17
AUS,Australia,C,13.319026947021484,13-07-18
AUS,Australia,C,14.233698844909668,13-07-19
AUS,Australia,C,13.72368335723877,13-07-20
AUS,Australia,C,17.75905990600586,13-07-21
AUS,Australia,C,15.838946342468262,13-08-00
AUS,Australia,C,18.137367248535156,13-08-01
AUS,Australia,C,14.359670639038086,13-08-02
AUS,Australia,C,16.752412796020508,13-08-03
AUS,Australia,C,16.30895233154297,13-08-04
AUS,Australia,C,15.004582405090332,13-08-05
AUS,Australia,C,16.52111053466797,13-08-06
AUS,Australia,C,17.64063262939453,13-08-07
AUS,Australia,C,14.103421211242676,13-08-08
AUS,Australia,C,18.9766788482666,13-08-09
AUS,Australia,C,14.88814926147461,13-08-10
AUS,Australia,C,17.488689422607422,13-08-11
AUS,Australia,C,14.681145668029785,13-08-12
AUS,Australia,C,18.2966365814209,13-08-13
AUS,Australia,C,14.305596351623535,13-08-14
AUS,Australia,C,15.044601440429688,13-08-15
AUS,Australia,C,17.062484741210938,13-08-16
AUS,Australia,C,19.743810653686523,13-08-17
AUS,Australia,C,14.541512489318848,13-08-18
AUS,Australia,C,15.342598915100098,13-08-19
AUS,Australia,C,18.325153350830078,13-08-20
AUS,Australia,C,17.187679290771484,13-08-21
AUS,Australia,C,19.20265007019043,13-09-00
AUS,Australia,C,19.52724266052246,13-09-01
AUS,Australia,C,20.914634704589844,13-09-02
AUS,Australia,C,19.520484924316406,13-09-03
AUS,Australia,C,15.840471267700195,13-09-04
AUS,Australia,C,18.911882400512695,13-09-05
AUS,Australia,C,19.23645782470703,13-09-06
AUS,Australia,C,20.73891830444336,13-09-07
AUS,Australia,C,22.295045852661133,13-09-08
AUS,Australia,C,21.406949996948242,13-09-09
AUS,Australia,C,19.856428146362305,13-09-10
AUS,Australia,C,17.8193416595459,13-09-11
AUS,Australia,C,18.728425979614258,13-09-12
AUS,Australia,C,21.544757843017578,13-09-13
AUS,Australia,C,20.879606246948242,13-09-14
AUS,Australia,C,20.817399978637695,13-09-15
AUS,Australia,C,18.954818725585938,13-09-16
AUS,Australia,C,19.77520179748535,13-09-17
AUS,Australia,C,20.45878028869629,13-09-18
AUS,Australia,C,21.309690475463867,13-09-19
AUS,Australia,C,21.443443298339844,13-09-20
AUS,Australia,C,18.932445526123047,13-09-21
AUS,Australia,C,19.951223373413086,13-10-00
AUS,Australia,C,20.288183212280273,13-10-01
AUS,Australia,C,22.859376907348633,13-10-02
AUS,Australia,C,21.338884353637695,13-10-03
AUS,Australia,C,24.341869354248047,13-10-04
AUS,Australia,C,22.064678192138672,13-10-05
AUS,Australia,C,24.877939224243164,13-10-06
AUS,Australia,C,21.488906860351562,13-10-07
AUS,Australia,C,24.41641616821289,13-10-08
AUS,Australia,C,22.199365615844727,13-10-09
AUS,Australia,C,21.989355087280273,13-10-10
AUS,Australia,C,24.562166213989258,13-10-11
AUS,Australia,C,21.473112106323242,13-10-12
AUS,Australia,C,22.353181838989258,13-10-13
AUS,Australia,C,22.236391067504883,13-10-14
AUS,Australia,C,25.28725814819336,13-10-15
AUS,Australia,C,21.915904998779297,13-10-16
AUS,Australia,C,23.80521583557129,13-10-17
AUS,Australia,C,24.38683319091797,13-10-18
AUS,Australia,C,24.958297729492188,13-10-19
AUS,Australia,C,25.323461532592773,13-10-20
AUS,Australia,C,21.575576782226562,13-10-21
AUS,Australia,C,23.692886352539062,13-11-00
AUS,Australia,C,22.103342056274414,13-11-01
AUS,Australia,C,26.168895721435547,13-11-02
AUS,Australia,C,27.041772842407227,13-11-03
AUS,Australia,C,25.54916763305664,13-11-04
AUS,Australia,C,25.974014282226562,13-11-05
AUS,Australia,C,25.964006423950195,13-11-06
AUS,Australia,C,26.993200302124023,13-11-07
AUS,Australia,C,27.047548294067383,13-11-08
AUS,Australia,C,28.834814071655273,13-11-09
AUS,Australia,C,23.671876907348633,13-11-10
AUS,Australia,C,26.831401824951172,13-11-11
AUS,Australia,C,26.564638137817383,13-11-12
AUS,Australia,C,25.154748916625977,13-11-13
AUS,Australia,C,27.629032135009766,13-11-14
AUS,Australia,C,26.970138549804688,13-11-15
AUS,Australia,C,23.425437927246094,13-11-16
AUS,Australia,C,25.78696060180664,13-11-17
AUS,Australia,C,25.887325286865234,13-11-18
AUS,Australia,C,24.932756423950195,13-11-19
AUS,Australia,C,26.595834732055664,13-11-20
AUS,Australia,C,20.390716552734375,13-11-21
AUS,Australia,C,24.8798828125,13-12-00
AUS,Australia,C,24.69834327697754,13-12-01
AUS,Australia,C,27.837953567504883,13-12-02
AUS,Australia,C,27.707361221313477,13-12-03
AUS,Australia,C,28.192920684814453,13-12-04
AUS,Australia,C,26.406261444091797,13-12-05
AUS,Australia,C,28.761228561401367,13-12-06
AUS,Australia,C,27.26701545715332,13-12-07
AUS,Australia,C,24.134397506713867,13-12-08
AUS,Australia,C,27.632150650024414,13-12-09
AUS,Australia,C,27.24148178100586,13-12-10
AUS,Australia,C,25.094898223876953,13-12-11
AUS,Australia,C,27.868331909179688,13-12-12
AUS,Australia,C,27.35426902770996,13-12-13
AUS,Australia,C,27.722965240478516,13-12-14
AUS,Australia,C,28.475933074951172,13-12-15
AUS,Australia,C,27.543792724609375,13-12-16
AUS,Australia,C,29.337900161743164,13-12-17
AUS,Australia,C,25.51163673400879,13-12-18
AUS,Australia,C,28.166336059570312,13-12-19
AUS,Australia,C,26.69941520690918,13-12-20
AUS,Australia,C,27.652360916137695,13-12-21
AUS,Australia,C,26.584917068481445,14-01-00
AUS,Australia,C,29.44169044494629,14-01-01
AUS,Australia,C,26.557565689086914,14-01-02
AUS,Australia,C,26.73440933227539,14-01-03
AUS,Australia,C,27.27863311767578,14-01-04
AUS,Australia,C,28.632009506225586,14-01-05
AUS,Australia,C,28.44416046142578,14-01-06
AUS,Australia,C,27.800241470336914,14-01-07
AUS,Australia,C,28.582918167114258,14-01-08
AUS,Australia,C,28.343767166137695,14-01-09
AUS,Australia,C,27.597429275512695,14-01-10
AUS,Australia,C,27.504179000854492,14-01-11
AUS,Australia,C,25.622283935546875,14-01-12
AUS,Australia,C,29.702621459960938,14-01-13
AUS,Australia,C,30.08510971069336,14-01-14
AUS,Australia,C,26.531818389892578,14-01-15
AUS,Australia,C,25.399221420288086,14-01-16
AUS,Australia,C,25.774641036987305,14-01-17
AUS,Australia,C,26.445560455322266,14-01-18
AUS,Australia,C,31.823850631713867,14-01-19
AUS,Australia,C,29.91049575805664,14-01-20
AUS,Australia,C,28.512540817260742,14-01-21
AUS,Australia,C,24.613401412963867,14-02-00
AUS,Australia,C,25.575061798095703,14-02-01
AUS,Australia,C,28.16802406311035,14-02-02
AUS,Australia,C,28.492752075195312,14-02-03
AUS,Australia,C,29.29633331298828,14-02-04
AUS,Australia,C,29.389190673828125,14-02-05
AUS,Australia,C,28.472700119018555,14-02-06
AUS,Australia,C,28.880855560302734,14-02-07
AUS,Australia,C,26.871734619140625,14-02-08
AUS,Australia,C,25.315357208251953,14-02-09
AUS,Australia,C,27.471492767333984,14-02-10
AUS,Australia,C,26.044010162353516,14-02-11
AUS,Australia,C,28.457714080810547,14-02-12
AUS,Australia,C,28.134889602661133,14-02-13
AUS,Australia,C,27.227046966552734,14-02-14
AUS,Australia,C,29.628021240234375,14-02-15
AUS,Australia,C,28.632795333862305,14-02-16
AUS,Australia,C,27.048730850219727,14-02-17
AUS,Australia,C,28.68505096435547,14-02-18
AUS,Australia,C,27.378881454467773,14-02-19
AUS,Australia,C,29.380027770996094,14-02-20
AUS,Australia,C,25.994943618774414,14-02-21
AUS,Australia,C,24.694488525390625,14-03-00
AUS,Australia,C,25.940351486206055,14-03-01
AUS,Australia,C,26.40835189819336,14-03-02
AUS,Australia,C,25.866172790527344,14-03-03
AUS,Australia,C,25.835182189941406,14-03-04
AUS,Australia,C,28.101463317871094,14-03-05
AUS,Australia,C,25.746870040893555,14-03-06
AUS,Australia,C,26.927539825439453,14-03-07
AUS,Australia,C,27.933639526367188,14-03-08
AUS,Australia,C,26.223854064941406,14-03-09
AUS,Australia,C,25.432092666625977,14-03-10
AUS,Australia,C,24.93307113647461,14-03-11
AUS,Australia,C,25.836090087890625,14-03-12
AUS,Australia,C,25.645666122436523,14-03-13
AUS,Australia,C,27.155323028564453,14-03-14
AUS,Australia,C,27.04060173034668,14-03-15
AUS,Australia,C,27.242795944213867,14-03-16
AUS,Australia,C,27.05482292175293,14-03-17
AUS,Australia,C,25.957807540893555,14-03-18
AUS,Australia,C,27.639249801635742,14-03-19
AUS,Australia,C,25.015623092651367,14-03-20
AUS,Australia,C,21.790834426879883,14-03-21
AUS,Australia,C,22.922670364379883,14-04-00
AUS,Australia,C,22.334012985229492,14-04-01
AUS,Australia,C,24.077190399169922,14-04-02
AUS,Australia,C,21.844213485717773,14-04-03
AUS,Australia,C,23.922121047973633,14-04-04
AUS,Australia,C,23.617259979248047,14-04-05
AUS,Australia,C,23.51236343383789,14-04-06
AUS,Australia,C,24.53426742553711,14-04-07
AUS,Australia,C,21.76800537109375,14-04-08
AUS,Australia,C,24.496700286865234,14-04-09
AUS,Australia,C,21.961605072021484,14-04-10
AUS,Australia,C,21.59688949584961,14-04-11
AUS,Australia,C,22.550617218017578,14-04-12
AUS,Australia,C,24.44165802001953,14-04-13
AUS,Australia,C,22.309558868408203,14-04-14
AUS,Australia,C,25.068206787109375,14-04-15
AUS,Australia,C,24.26305389404297,14-04-16
AUS,Australia,C,22.833202362060547,14-04-17
AUS,Australia,C,23.250356674194336,14-04-18
AUS,Australia,C,24.061983108520508,14-04-19
AUS,Australia,C,25.031827926635742,14-04-20
AUS,Australia,C,21.5771427154541,14-04-21
AUS,Australia,C,16.744403839111328,14-05-00
AUS,Australia,C,18.632123947143555,14-05-01
AUS,Australia,C,20.277446746826172,14-05-02
AUS,Australia,C,18.996341705322266,14-05-03
AUS,Australia,C,18.18364143371582,14-05-04
AUS,Australia,C,19.595335006713867,14-05-05
AUS,Australia,C,17.731369018554688,14-05-06
AUS,Australia,C,20.70943260192871,14-05-07
AUS,Australia,C,19.109230041503906,14-05-08
AUS,Australia,C,17.62432289123535,14-05-09
AUS,Australia,C,17.64337158203125,14-05-10
AUS,Australia,C,15.605432510375977,14-05-11
AUS,Australia,C,17.454565048217773,14-05-12
AUS,Australia,C,16.441343307495117,14-05-13
AUS,Australia,C,20.675622940063477,14-05-14
AUS,Australia,C,14.986424446105957,14-05-15
AUS,Australia,C,20.350017547607422,14-05-16
AUS,Australia,C,19.04802703857422,14-05-17
AUS,Australia,C,16.85085678100586,14-05-18
AUS,Australia,C,19.086580276489258,14-05-19
AUS,Australia,C,17.64182472229004,14-05-20
AUS,Australia,C,17.347524642944336,14-05-21
AUS,Australia,C,15.112472534179688,14-06-00
AUS,Australia,C,15.785067558288574,14-06-01
AUS,Australia,C,18.454116821289062,14-06-02
AUS,Australia,C,14.796142578125,14-06-03
AUS,Australia,C,16.760055541992188,14-06-04
AUS,Australia,C,14.845742225646973,14-06-05
AUS,Australia,C,13.595787048339844,14-06-06
AUS,Australia,C,12.906968116760254,14-06-07
AUS,Australia,C,15.334959983825684,14-06-08
AUS,Australia,C,14.66981029510498,14-06-09
AUS,Australia,C,14.905266761779785,14-06-10
AUS,Australia,C,12.085541725158691,14-06-11
AUS,Australia,C,15.941287994384766,14-06-12
AUS,Australia,C,15.051233291625977,14-06-13
AUS,Australia,C,13.896964073181152,14-06-14
AUS,Australia,C,18.025470733642578,14-06-15
AUS,Australia,C,17.39126205444336,14-06-16
AUS,Australia,C,16.472408294677734,14-06-17
AUS,Australia,C,15.276411056518555,14-06-18
AUS,Australia,C,16.580690383911133,14-06-19
AUS,Australia,C,16.891027450561523,14-06-20
AUS,Australia,C,16.61832618713379,14-06-21
AUS,Australia,C,15.0210599899292,14-07-00
AUS,Australia,C,15.571693420410156,14-07-01
AUS,Australia,C,12.528711318969727,14-07-02
AUS,Australia,C,15.985736846923828,14-07-03
AUS,Australia,C,13.686384201049805,14-07-04
AUS,Australia,C,15.269432067871094,14-07-05
AUS,Australia,C,13.862701416015625,14-07-06
AUS,Australia,C,12.620378494262695,14-07-07
AUS,Australia,C,15.392718315124512,14-07-08
AUS,Australia,C,13.476374626159668,14-07-09
AUS,Australia,C,14.590213775634766,14-07-10
AUS,Australia,C,14.496561050415039,14-07-11
AUS,Australia,C,13.99378776550293,14-07-12
AUS,Australia,C,17.77952003479004,14-07-13
AUS,Australia,C,14.353933334350586,14-07-14
AUS,Australia,C,12.745721817016602,14-07-15
AUS,Australia,C,11.521130561828613,14-07-16
AUS,Australia,C,16.315887451171875,14-07-17
AUS,Australia,C,13.566075325012207,14-07-18
AUS,Australia,C,13.345439910888672,14-07-19
AUS,Australia,C,13.720009803771973,14-07-20
AUS,Australia,C,18.031845092773438,14-07-21
AUS,Australia,C,16.341323852539062,14-08-00
AUS,Australia,C,18.568918228149414,14-08-01
AUS,Australia,C,14.06885051727295,14-08-02
AUS,Australia,C,15.527037620544434,14-08-03
AUS,Australia,C,15.182633399963379,14-08-04
AUS,Australia,C,14.968842506408691,14-08-05
AUS,Australia,C,17.08461570739746,14-08-06
AUS,Australia,C,17.365615844726562,14-08-07
AUS,Australia,C,14.090901374816895,14-08-08
AUS,Australia,C,19.647159576416016,14-08-09
AUS,Australia,C,15.986881256103516,14-08-10
AUS,Australia,C,17.532377243041992,14-08-11
AUS,Australia,C,15.172426223754883,14-08-12
AUS,Australia,C,18.29213523864746,14-08-13
AUS,Australia,C,14.13299560546875,14-08-14
AUS,Australia,C,16.120281219482422,14-08-15
AUS,Australia,C,17.608810424804688,14-08-16
AUS,Australia,C,20.39780616760254,14-08-17
AUS,Australia,C,15.693384170532227,14-08-18
AUS,Australia,C,16.039901733398438,14-08-19
AUS,Australia,C,17.430377960205078,14-08-20
AUS,Australia,C,18.395185470581055,14-08-21
AUS,Australia,C,19.96282196044922,14-09-00
AUS,Australia,C,20.25276756286621,14-09-01
AUS,Australia,C,22.518753051757812,14-09-02
AUS,Australia,C,19.425859451293945,14-09-03
AUS,Australia,C,17.061185836791992,14-09-04
AUS,Australia,C,19.917821884155273,14-09-05
AUS,Australia,C,20.244155883789062,14-09-06
AUS,Australia,C,20.01760482788086,14-09-07
AUS,Australia,C,20.81059455871582,14-09-08
AUS,Australia,C,21.650436401367188,14-09-09
AUS,Australia,C,18.68914794921875,14-09-10
AUS,Australia,C,18.965682983398438,14-09-11
AUS,Australia,C,18.501449584960938,14-09-12
AUS,Australia,C,21.886436462402344,14-09-13
AUS,Australia,C,21.258684158325195,14-09-14
AUS,Australia,C,20.485618591308594,14-09-15
AUS,Australia,C,17.552127838134766,14-09-16
AUS,Australia,C,18.241971969604492,14-09-17
AUS,Australia,C,21.55905532836914,14-09-18
AUS,Australia,C,21.826026916503906,14-09-19
AUS,Australia,C,22.043790817260742,14-09-20
AUS,Australia,C,19.651931762695312,14-09-21
AUS,Australia,C,19.697771072387695,14-10-00
AUS,Australia,C,20.931467056274414,14-10-01
AUS,Australia,C,23.709630966186523,14-10-02
AUS,Australia,C,22.36225700378418,14-10-03
AUS,Australia,C,23.263214111328125,14-10-04
AUS,Australia,C,21.61056900024414,14-10-05
AUS,Australia,C,23.843669891357422,14-10-06
AUS,Australia,C,22.87339210510254,14-10-07
AUS,Australia,C,23.770156860351562,14-10-08
AUS,Australia,C,21.89643669128418,14-10-09
AUS,Australia,C,21.057485580444336,14-10-10
AUS,Australia,C,24.295501708984375,14-10-11
AUS,Australia,C,22.93247413635254,14-10-12
AUS,Australia,C,21.162586212158203,14-10-13
AUS,Australia,C,20.98007583618164,14-10-14
AUS,Australia,C,26.018991470336914,14-10-15
AUS,Australia,C,22.784908294677734,14-10-16
AUS,Australia,C,23.99794578552246,14-10-17
AUS,Australia,C,24.761627197265625,14-10-18
AUS,Australia,C,25.64017105102539,14-10-19
AUS,Australia,C,25.800540924072266,14-10-20
AUS,Australia,C,21.648231506347656,14-10-21
AUS,Australia,C,24.152687072753906,14-11-00
AUS,Australia,C,23.013248443603516,14-11-01
AUS,Australia,C,26.8135929107666,14-11-02
AUS,Australia,C,27.016244888305664,14-11-03
AUS,Australia,C,25.731353759765625,14-11-04
AUS,Australia,C,26.20548439025879,14-11-05
AUS,Australia,C,25.998062133789062,14-11-06
AUS,Australia,C,26.90086555480957,14-11-07
AUS,Australia,C,25.431781768798828,14-11-08
AUS,Australia,C,29.2841739654541,14-11-09
AUS,Australia,C,24.376338958740234,14-11-10
AUS,Australia,C,27.134523391723633,14-11-11
AUS,Australia,C,27.46668815612793,14-11-12
AUS,Australia,C,25.82301139831543,14-11-13
AUS,Australia,C,25.794519424438477,14-11-14
AUS,Australia,C,26.300155639648438,14-11-15
AUS,Australia,C,23.323503494262695,14-11-16
AUS,Australia,C,25.14915657043457,14-11-17
AUS,Australia,C,26.413673400878906,14-11-18
AUS,Australia,C,25.942108154296875,14-11-19
AUS,Australia,C,27.92438316345215,14-11-20
AUS,Australia,C,21.548076629638672,14-11-21
AUS,Australia,C,25.067161560058594,14-12-00
AUS,Australia,C,23.82235336303711,14-12-01
AUS,Australia,C,28.966339111328125,14-12-02
AUS,Australia,C,28.28322410583496,14-12-03
AUS,Australia,C,27.953001022338867,14-12-04
AUS,Australia,C,27.695175170898438,14-12-05
AUS,Australia,C,28.218185424804688,14-12-06
AUS,Australia,C,26.951419830322266,14-12-07
AUS,Australia,C,24.098270416259766,14-12-08
AUS,Australia,C,28.469846725463867,14-12-09
AUS,Australia,C,27.66090202331543,14-12-10
AUS,Australia,C,25.698516845703125,14-12-11
AUS,Australia,C,27.841060638427734,14-12-12
AUS,Australia,C,27.796491622924805,14-12-13
AUS,Australia,C,28.505718231201172,14-12-14
AUS,Australia,C,29.29680061340332,14-12-15
AUS,Australia,C,25.74941635131836,14-12-16
AUS,Australia,C,28.281686782836914,14-12-17
AUS,Australia,C,25.224397659301758,14-12-18
AUS,Australia,C,28.89681625366211,14-12-19
AUS,Australia,C,27.140094757080078,14-12-20
AUS,Australia,C,28.721118927001953,14-12-21
AUS,Australia,C,27.474918365478516,15-01-00
AUS,Australia,C,28.867603302001953,15-01-01
AUS,Australia,C,27.63673210144043,15-01-02
AUS,Australia,C,27.795286178588867,15-01-03
AUS,Australia,C,27.62205696105957,15-01-04
AUS,Australia,C,27.974611282348633,15-01-05
AUS,Australia,C,28.783584594726562,15-01-06
AUS,Australia,C,27.217735290527344,15-01-07
AUS,Australia,C,29.329500198364258,15-01-08
AUS,Australia,C,27.947509765625,15-01-09
AUS,Australia,C,28.6626033782959,15-01-10
AUS,Australia,C,28.03362464904785,15-01-11
AUS,Australia,C,26.544818878173828,15-01-12
AUS,Australia,C,30.17388343811035,15-01-13
AUS,Australia,C,29.667219161987305,15-01-14
AUS,Australia,C,26.79278564453125,15-01-15
AUS,Australia,C,25.918128967285156,15-01-16
AUS,Australia,C,26.873538970947266,15-01-17
AUS,Australia,C,26.823392868041992,15-01-18
AUS,Australia,C,32.0053825378418,15-01-19
AUS,Australia,C,29.108169555664062,15-01-20
AUS,Australia,C,26.313520431518555,15-01-21
AUS,Australia,C,24.8370361328125,15-02-00
AUS,Australia,C,25.232667922973633,15-02-01
AUS,Australia,C,26.77015495300293,15-02-02
AUS,Australia,C,28.023317337036133,15-02-03
AUS,Australia,C,28.874725341796875,15-02-04
AUS,Australia,C,29.1718807220459,15-02-05
AUS,Australia,C,28.618940353393555,15-02-06
AUS,Australia,C,28.945049285888672,15-02-07
AUS,Australia,C,27.56972885131836,15-02-08
AUS,Australia,C,26.104650497436523,15-02-09
AUS,Australia,C,27.935338973999023,15-02-10
AUS,Australia,C,26.36014175415039,15-02-11
AUS,Australia,C,28.969327926635742,15-02-12
AUS,Australia,C,28.067359924316406,15-02-13
AUS,Australia,C,26.25401496887207,15-02-14
AUS,Australia,C,29.29896354675293,15-02-15
AUS,Australia,C,28.181018829345703,15-02-16
AUS,Australia,C,27.845762252807617,15-02-17
AUS,Australia,C,28.389413833618164,15-02-18
AUS,Australia,C,28.540395736694336,15-02-19
AUS,Australia,C,29.545791625976562,15-02-20
AUS,Australia,C,26.96172523498535,15-02-21
AUS,Australia,C,25.452133178710938,15-03-00
AUS,Australia,C,26.20949363708496,15-03-01
AUS,Australia,C,26.4111385345459,15-03-02
AUS,Australia,C,26.27652931213379,15-03-03
AUS,Australia,C,26.278100967407227,15-03-04
AUS,Australia,C,26.817096710205078,15-03-05
AUS,Australia,C,25.184358596801758,15-03-06
AUS,Australia,C,26.98105812072754,15-03-07
AUS,Australia,C,28.46346664428711,15-03-08
AUS,Australia,C,25.36693572998047,15-03-09
AUS,Australia,C,25.830875396728516,15-03-10
AUS,Australia,C,25.056367874145508,15-03-11
AUS,Australia,C,24.669179916381836,15-03-12
AUS,Australia,C,26.955989837646484,15-03-13
AUS,Australia,C,26.557716369628906,15-03-14
AUS,Australia,C,27.072641372680664,15-03-15
AUS,Australia,C,26.947134017944336,15-03-16
AUS,Australia,C,27.004507064819336,15-03-17
AUS,Australia,C,26.358348846435547,15-03-18
AUS,Australia,C,26.98847198486328,15-03-19
AUS,Australia,C,25.62181282043457,15-03-20
AUS,Australia,C,22.38119125366211,15-03-21
AUS,Australia,C,22.820926666259766,15-04-00
AUS,Australia,C,22.83362579345703,15-04-01
AUS,Australia,C,24.00579261779785,15-04-02
AUS,Australia,C,22.23712158203125,15-04-03
AUS,Australia,C,23.533050537109375,15-04-04
AUS,Australia,C,23.4853515625,15-04-05
AUS,Australia,C,22.102222442626953,15-04-06
AUS,Australia,C,24.01664161682129,15-04-07
AUS,Australia,C,21.96352767944336,15-04-08
AUS,Australia,C,23.32124900817871,15-04-09
AUS,Australia,C,22.35436248779297,15-04-10
AUS,Australia,C,21.16661834716797,15-04-11
AUS,Australia,C,23.44312858581543,15-04-12
AUS,Australia,C,23.81014060974121,15-04-13
AUS,Australia,C,22.02749252319336,15-04-14
AUS,Australia,C,24.99005126953125,15-04-15
AUS,Australia,C,24.597463607788086,15-04-16
AUS,Australia,C,23.130889892578125,15-04-17
AUS,Australia,C,23.40975570678711,15-04-18
AUS,Australia,C,24.304615020751953,15-04-19
AUS,Australia,C,25.31476593017578,15-04-20
AUS,Australia,C,21.349058151245117,15-04-21
AUS,Australia,C,16.27763557434082,15-05-00
AUS,Australia,C,18.625911712646484,15-05-01
AUS,Australia,C,20.4936466217041,15-05-02
AUS,Australia,C,19.393566131591797,15-05-03
AUS,Australia,C,19.09142303466797,15-05-04
AUS,Australia,C,19.66275405883789,15-05-05
AUS,Australia,C,17.908411026000977,15-05-06
AUS,Australia,C,20.384572982788086,15-05-07
AUS,Australia,C,18.717252731323242,15-05-08
AUS,Australia,C,18.134580612182617,15-05-09
AUS,Australia,C,17.044132232666016,15-05-10
AUS,Australia,C,15.713652610778809,15-05-11
AUS,Australia,C,16.640562057495117,15-05-12
AUS,Australia,C,16.634307861328125,15-05-13
AUS,Australia,C,21.066505432128906,15-05-14
AUS,Australia,C,15.408638954162598,15-05-15
AUS,Australia,C,20.360488891601562,15-05-16
AUS,Australia,C,19.14116859436035,15-05-17
AUS,Australia,C,16.917491912841797,15-05-18
AUS,Australia,C,19.66014862060547,15-05-19
AUS,Australia,C,17.714162826538086,15-05-20
AUS,Australia,C,16.548059463500977,15-05-21
AUS,Australia,C,15.60202407836914,15-06-00
AUS,Australia,C,14.716449737548828,15-06-01
AUS,Australia,C,17.971546173095703,15-06-02
AUS,Australia,C,14.623620986938477,15-06-03
AUS,Australia,C,15.900046348571777,15-06-04
AUS,Australia,C,14.772041320800781,15-06-05
AUS,Australia,C,14.597641944885254,15-06-06
AUS,Australia,C,13.040453910827637,15-06-07
AUS,Australia,C,15.02774429321289,15-06-08
AUS,Australia,C,14.093659400939941,15-06-09
AUS,Australia,C,15.950992584228516,15-06-10
AUS,Australia,C,12.484983444213867,15-06-11
AUS,Australia,C,16.03130531311035,15-06-12
AUS,Australia,C,14.226304054260254,15-06-13
AUS,Australia,C,13.30492877960205,15-06-14
AUS,Australia,C,18.271358489990234,15-06-15
AUS,Australia,C,17.99911117553711,15-06-16
AUS,Australia,C,16.79318618774414,15-06-17
AUS,Australia,C,15.32943344116211,15-06-18
AUS,Australia,C,16.362438201904297,15-06-19
AUS,Australia,C,16.655780792236328,15-06-20
AUS,Australia,C,16.527597427368164,15-06-21
AUS,Australia,C,15.909491539001465,15-07-00
AUS,Australia,C,15.22217082977295,15-07-01
AUS,Australia,C,12.885085105895996,15-07-02
AUS,Australia,C,15.751956939697266,15-07-03
AUS,Australia,C,13.836437225341797,15-07-04
AUS,Australia,C,13.952966690063477,15-07-05
AUS,Australia,C,13.607525825500488,15-07-06
AUS,Australia,C,13.136738777160645,15-07-07
AUS,Australia,C,15.417221069335938,15-07-08
AUS,Australia,C,12.958439826965332,15-07-09
AUS,Australia,C,14.563944816589355,15-07-10
AUS,Australia,C,14.74407958984375,15-07-11
AUS,Australia,C,13.433741569519043,15-07-12
AUS,Australia,C,17.586963653564453,15-07-13
AUS,Australia,C,15.175965309143066,15-07-14
AUS,Australia,C,12.590117454528809,15-07-15
AUS,Australia,C,12.122549057006836,15-07-16
AUS,Australia,C,15.668067932128906,15-07-17
AUS,Australia,C,14.0811767578125,15-07-18
